Review,Rating,Sentiment
"The opening credits are pure poetry and I have watched it several times. It had a corny 20's adventure feel to it. Of course Kathy is gorgeous, but that voice! Did she realize this was a talkie. One word--voice coach. Great film for chronic insomnia (along with a bottle of scotch).",2,0
"The stories were pretty weird, not really funny and not really cunning. I'm not sure what the point of the stories was .. The first story was actually mostly sick, the second was just really really pathetic and the third was only weird (the fake baby was actually quite badly made).",1,0
"OK, so it's a silly movie, but I think they knew that when they made it. And there are some neat little twists on the otherwise tired, overdone ""Godzilla""-type genre. Borrowed a tape just because I knew someone in it, but I did loan it out to a couple pals, who also kinda liked it.",4,0
"I did enjoy this film, I thought it ended up being an old fashioned love story with a few twists. I expected him to get the girl, I won't tell you if he does or not you will need to watch the movie to find out. Overall if you are looking to watch a love story this one will suffice.",7,1
"I don't know what it is about this movie, the charisma of the two leads, their chemistry on screen, the chance to see Matthau's real-life son (you can't miss him)or Art Carney's performance but I love it. I've seen it a few times and never tire of watching it again. Rent and enjoy.",9,1
"This is one of the great ones. It works so beautifully that you hardly notice the miscasting of then 37 year old Dana Andrews as the drugstore soda jerk who goes to war and comes back four years later, when he would have been, at most, 25. But then, who else should have played him?",10,1
"I have seen a number of horror movies to know that this one was one of kind. Full Moon Pictures has a knack of giving this fan an entertaining night. For all the cheesiness of most vampire films, This Is the ONE that has not only a good premise but has two good sequels. A Must See.",10,1
"This movie has all the qualities to be good, Stan -singing (?), dancing, falling- is very funny, I think he handled his character in the best way possible. it's a parody and very well done, maybe times can change, there's another audience, but if you want to laugh, come on, see it!",10,1
"I just wanted to say that. I love Gheorghe Muresan, so I automatically loved this movie. Everything else about it was so-so... Billy Crystal is a good actor, even if he is annoying. But the thing that made this movie was- at least, for a basketball fan- seeing Gheorghe Muresan act.",10,1
"I love Julian Sands and will at least attempt to watch anything he's in, but this movie nearly did me in. I'm hard pressed to remember when I found any other movie to move....so......slow.........ly.....zzzzzzzzzzzzPop it in the VCR when you've run out of sleeping pills.",3,0
This has to be the worst movie I have seen. Madsen fans don't be drawn into this like I was. He is only in it for a maximum of five minutes. This movie is so bad that the only reason why you would watch it is if all the rest of the movies on earth as well as t.v. had been destroyed.,1,0
"This movie is terrible. The suspense is spent waiting for a point. There isn't much of one.Aside from a few great lines ( ""I found a tooth in my apartment"" ), and the main characters dedication to killing himself, it's a collection of supposedly eerie sounds.",2,0
"Still a sucker for Pyun's esthetic sense, I liked this movie, though the ""unfinished"" ending was a let-down. As usual, Pyun develops a warped sense of humour and Kathy Long's fights are extremely impressive. Beautifully photographed, this has the feel it was done for the big screen.",4,0
"A trite fish-out-of-water story about two friends from the midwest who move to the big city to seek their fortune. They become Playboy bunnies, and nothing particularly surprising happens after that. The final 15 minutes are especially cheesy. But at least the Bunnies looked good...",4,0
"If ""B"" movies, tired and corny scripts, and golf carts dressed up as some sort of futuristic mode of transport are your sort of entertainment, you'll probably enjoy this. Otherwise, forget it. The topless newsreader, though completely irrelevant, did give a few seconds of amusement.",2,0
"This is one of those made-for-TV B movies that is so awful it kind of endears.Bad acting, predictable script and cheesy special effects that were pretty much some of the cheapest tat seen make you have to keep watching to see if it gets any better.It doesn't!",2,0
